11111011111111111111111110000000000000000000000000,36.3367
11111111110111111111111110010000000000000000000000,35.9955
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111110111110010000000000000000000000,34.9572
11111011111111111011111110010000000000000000000000,34.9572
11111010111111111111111110010000000000000000000000,34.9312
11111011111111111111111110010000000000000000010000,34.8535
11111011111111111111111110010000000000000000010000,34.8535
11111011111111111111111111111111111111111011111111,39.7516
11111011111111111111111111111111111111111011111111,39.7516
11111011111111111111111111111111111111111011111111,39.7516
10111011111111111111111110010001000000000000000000,34.6516
10111011111111110111111110010000000000000000000000,34.6125
11111011111111111111111110010000000000000010010000,34.5735
11111111001111111111111111111111111111111011111111,39.7631
11111010111111111111111110010000000000000000010000,34.5475
11111011111111111111111110010000000100000000000000,34.9572
00000000000000000000000000111111111111111111111111,40.6133
11111111001111111111111110111111111111111111111111,39.8305
11111011111111111111001111111111111111111011111111,38.6717
11111011111111111111111110010000000000100000010000,34.5735
00000010000000000000000000010000000000000000010000,42.0394
00000000100000000000000001101111101111101111111111,39.0658
00000000000010000000000000111111111110111111111111,39.5789
11111011111111111111111110111111110111111111111111,39.2977
00001000000001000000000000111111111111111111111110,39.1323
00000000000010001000000000010000000000000000000000,42.0018
11111011111111111111111110010000000000000000000000,35.2294
00000000100000000000000000010000000000000000000001,42.0018
11111011111111111111111110010100000000000000000000,34.9572
11111011111111111111111110111111110111111111111111,39.2977
11111011111111111111111110010000000000000000000000,35.2294
00000000100000000000000001111111111111011011111111,39.413
11111011111111111111111110000000000000000000000000,36.3367
11111011111111111111111111111111111111111011111111,39.7516
00001000010000000000000000010000100000000000000000,41.2371
00000000000010000000000001111111111111111011111111,40.1842
00010000100000000000000001111111111111111011111111,39.413
11111011111111111111111110111111111111111111111111,39.8175
00000000100000000000000000111111111111111110011111,38.8022
11111011111111111111111110111111111111111011111111,38.9395
00000000100000000000100000111111111111111111111111,39.183
11111111110111111111111110010000000000000000000000,35.9955
00000000100000000000000000010000001000000000000000,42.0018
11111111111111111111111110010000000000000000000000,36.3636
00000000100000000000000001111111111111111011111111,39.8837
00001000000000000000000000010000000000000000000000,42.6099
11111011111111111111111110111111111111111111111111,39.8175
11111011111111111111111111111111111111111011111111,39.7516
01000000100000000000000000111111111111111111111111,39.2484
00000000000010000000000000111111111111111111111111,40.0501
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111111110111111111111111111111111,39.8175
00000000000000100000000000000000000000000010101000,41.6855
00001000000000000000000000111111111111111111101111,39.6123
01001000000000000000000000111111111111111111111111,39.5789
00000000100000000000000001101111101111111111111111,39.5456
11111011111111111111111110010000000000000000000000,35.2294
11111011111111111111101110111111111111111111111111,39.2648
11111011110111111111111100010000000000000000000000,34.5605
11111011111111111111111111111111111111111011111111,39.7516
00000000000000100000000000000000000000000010101000,41.6855
00000000000000000000000000010000000000000000000110,42.0394
11111011111111111111111110000000000000000000000000,36.3367
00000000100000000000000010111111111111111111111111,39.2812
11111011111111111111111110010000000000000000000000,35.2294
11111000111111111111111110111111111111111111111111,38.835
00000000000000100000100001111111111111111011111111,39.6457
11110011111111111111111110000000000000000000000000,36.0767
00000000100000000000000000111111111111111111111111,39.7516
00001000000001000000001000010000100000000000000000,40.6137
00000000000010010000000000010000000000000000000000,41.9643
11111011111111111111111100111111111111111111111111,39.3305
00000000101000000000000001111111111111111111111111,40.0835
11111011111111111111111110010000000000000000000000,35.2294
00010000110000000000000000010000000000000000000000,41.2741
11111011110111111111111111111111011111111011111111,38.7695
00000000000000100000100001101111111111111011111111,39.099
11111111110111110111111110000000000000000000000000,36.8522
00000000000010000000000000010000000000000000000010,41.9643
11111011111101111111111111111111111111111011111111,39.2321
11111011111011111111111110010000000000000000000000,34.9572
00000000000000100000100001111111111111111011111111,39.6457
00000000000000010000000000010000000000000000010000,42.0018
00000000100000000000000000111111011111111111111111,39.2812
11111011111111111111111110010000000000000000000000,35.2294
00000000101000000000000001111111111111111111111111,40.0835
11111111001111111111110110111111111111111111111111,39.333
00001000000000000000000000010000000100000000100000,41.2371
11111011111111111111111110010000000000000000000000,35.2294
11111011110111111111111110010000000000000000000000,34.8535
00000000000010000000000001111111111111111011111111,40.1842
11111011111111111111111110010000000000000000000000,35.2294
11111011111101111111101111111111111111111011111111,38.6717
11111011111111111111011111111111111111111011111111,39.2321
11111011111111111111111110010000000000000000000000,35.2294
